,match_url
1957,/matches/2339927/camel-riders-vs-aequus-asia-minor-middle-east-closed-qualifier-esl-one-rio-2020
1958,/matches/2339996/illuminar-vs-japaleno-esea-mdl-season-33-europe
1959,/matches/2339921/spirit-vs-sgpro-cis-minor-closed-qualifier-esl-one-rio-2020
1960,/matches/2339916/nemiga-vs-1win-cis-minor-closed-qualifier-esl-one-rio-2020
1961,/matches/2340049/pact-vs-gamerlegion-esea-mdl-season-33-europe
1962,/matches/2339914/forze-vs-speedrunners-cis-minor-closed-qualifier-esl-one-rio-2020
1963,/matches/2339670/wisla-krakow-vs-sprout-esea-mdl-season-33-europe
1964,/matches/2339982/tiger-vs-mazaalai-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
1965,/matches/2339975/eimi-fukada-fc-vs-paradox-esl-australia-nz-championship-season-10
1966,/matches/2339995/gamerlegion-vs-illuminar-esea-mdl-season-33-europe
1967,/matches/2339980/ignis-vs-mvp-pk-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
1968,/matches/2339887/i-sleep-vs-fury-esea-mdl-season-33-australia
1969,/matches/2339884/pc419-vs-rooster-lpl-pro-league-season-4
1970,/matches/2339981/d13-vs-updraft-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
1971,/matches/2339983/ehome-vs-invictus-huya-pro-league-spring-2020
1972,/matches/2339977/airborne-vs-avant-esea-mdl-season-33-australia
1973,/matches/2339885/paradox-vs-markandlarry-lpl-pro-league-season-4
1974,/matches/2339974/skyfire-vs-rooster-esl-australia-nz-championship-season-10
1975,/matches/2339994/triumph-vs-recon-5-esea-mdl-season-33-north-america
1976,/matches/2339807/copenhagen-flames-vs-chaos-flashpoint-1-global-qualifier-pinnacle-open
1977,/matches/2339993/livid-vs-new-england-whalers-esea-mdl-season-33-north-america
1978,/matches/2339968/teamone-vs-pain-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
1979,/matches/2339969/imperial-vs-boom-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
1980,/matches/2339824/swole-identity-vs-triumph-esea-mdl-season-33-north-america
1981,/matches/2339992/mythic-vs-in-the-lab-esea-mdl-season-33-north-america
1982,/matches/2339990/under-21-vs-station7-esea-mdl-season-33-north-america
1983,/matches/2339991/recon-5-vs-new-england-whalers-esea-mdl-season-33-north-america
1984,/matches/2339989/livid-vs-infinity-esea-mdl-season-33-north-america
1985,/matches/2339986/swole-identity-vs-in-the-lab-esea-mdl-season-33-north-america
1986,/matches/2339765/bad-news-bears-vs-eunited-esea-mdl-season-33-north-america
1987,/matches/2339985/triumph-vs-rugratz-esea-mdl-season-33-north-america
1988,/matches/2339987/livid-vs-station7-esea-mdl-season-33-north-america
1989,/matches/2339988/big-frames-vs-infinity-esea-mdl-season-33-north-america
1990,/matches/2339984/divine-vs-mythic-esea-mdl-season-33-north-america
1991,/matches/2339806/detona-vs-big-flashpoint-1-global-qualifier-pinnacle-open
1992,/matches/2339967/red-canids-vs-isurus-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
1993,/matches/2339805/redemption-poa-vs-chaos-flashpoint-1-global-qualifier-pinnacle-open
1994,/matches/2339960/spirit-vs-japaleno-esea-mdl-season-33-europe
1995,/matches/2339804/big-vs-avez-flashpoint-1-global-qualifier-pinnacle-open
1996,/matches/2339957/ago-vs-pact-esea-mdl-season-33-europe
1997,/matches/2339961/wisla-krakow-vs-singularity-esea-mdl-season-33-europe
1998,/matches/2339958/singularity-vs-illuminar-esea-mdl-season-33-europe
1999,/matches/2339642/pact-vs-japaleno-esea-mdl-season-33-europe
2000,/matches/2339959/spirit-vs-sprout-esea-mdl-season-33-europe
2001,/matches/2339956/wisla-krakow-vs-unicorns-of-love-esea-mdl-season-33-europe
2002,/matches/2339971/ignis-vs-mazaalai-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2003,/matches/2339973/aim4r-vs-updraft-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2004,/matches/2339970/tiger-vs-d13-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2005,/matches/2339972/ikarus-vs-mvp-pk-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2006,/matches/2339943/avant-vs-paradox-esl-australia-nz-championship-season-10
2007,/matches/2339954/esper-vs-incept-esea-mdl-season-33-australia
2008,/matches/2339923/mvp-pk-vs-d13-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2009,/matches/2339925/mazaalai-vs-updraft-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2010,/matches/2339924/ignis-vs-aim4r-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2011,/matches/2339953/formidable-vs-ground-zero-esea-mdl-season-33-australia
2012,/matches/2339952/skyfire-vs-esper-esea-mdl-season-33-australia
2013,/matches/2339922/tiger-vs-ikarus-asia-minor-east-asia-closed-qualifier-esl-one-rio-2020
2014,/matches/2339942/chiefs-vs-eimi-fukada-fc-esl-australia-nz-championship-season-10
2015,/matches/2339803/copenhagen-flames-vs-havu-flashpoint-1-global-qualifier-pinnacle-open
2016,/matches/2339965/imperial-vs-isurus-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2017,/matches/2339950/monstars-vs-in-the-lab-esea-mdl-season-33-north-america
2018,/matches/2339966/sharks-vs-pain-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2019,/matches/2339963/teamone-vs-red-canids-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2020,/matches/2339802/detona-vs-orgless-flashpoint-1-global-qualifier-pinnacle-open
2021,/matches/2339949/livid-vs-oceanus-esea-mdl-season-33-north-america
2022,/matches/2339948/recon-5-vs-infinity-esea-mdl-season-33-north-america
2023,/matches/2339763/monstars-vs-under-21-esea-mdl-season-33-north-america
2024,/matches/2339945/triumph-vs-divine-esea-mdl-season-33-north-america
2025,/matches/2339964/boom-vs-w7m-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2026,/matches/2339946/eunited-vs-recon-5-esea-mdl-season-33-north-america
2027,/matches/2339947/mythic-vs-bad-news-bears-esea-mdl-season-33-north-america
2028,/matches/2339801/havu-vs-chaos-flashpoint-1-global-qualifier-pinnacle-open
2029,/matches/2339944/rugratz-vs-mythic-esea-mdl-season-33-north-america
2030,/matches/2339895/pain-vs-isurus-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2031,/matches/2339894/sharks-vs-imperial-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2032,/matches/2339896/boom-vs-teamone-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2033,/matches/2339897/w7m-vs-red-canids-americas-minor-south-america-closed-qualifier-esl-one-rio-2020
2034,/matches/2339800/copenhagen-flames-vs-redemption-poa-flashpoint-1-global-qualifier-pinnacle-open
2035,/matches/2339799/avez-vs-orgless-flashpoint-1-global-qualifier-pinnacle-open
2036,/matches/2339893/spirit-vs-ago-esea-mdl-season-33-europe
2037,/matches/2339892/movistar-riders-vs-illuminar-esea-mdl-season-33-europe
2038,/matches/2339890/ago-vs-japaleno-esea-mdl-season-33-europe
2039,/matches/2339798/big-vs-detona-flashpoint-1-global-qualifier-pinnacle-open
2040,/matches/2339756/illuminar-vs-pact-esea-mdl-season-33-europe
2041,/matches/2339889/gamerlegion-vs-nordavind-esea-mdl-season-33-europe
2042,/matches/2339875/ground-zero-vs-rooster-esl-australia-nz-championship-season-10
2043,/matches/2339874/order-vs-skyfire-esl-australia-nz-championship-season-10
2044,/matches/2339881/triumph-vs-oceanus-esea-mdl-season-33-north-america
2045,/matches/2339882/in-the-lab-vs-livid-esea-mdl-season-33-north-america
2046,/matches/2339880/triumph-vs-mythic-esea-mdl-season-33-north-america
2047,/matches/2339878/bad-news-bears-vs-in-the-lab-esea-mdl-season-33-north-america
2048,/matches/2339888/illuminar-vs-unicorns-of-love-esea-mdl-season-33-europe
2049,/matches/2339863/ago-vs-demolition-crew-esea-mdl-season-33-europe
2050,/matches/2339861/illuminar-vs-hellraisers-esea-mdl-season-33-europe
2051,/matches/2339870/airborne-vs-trident-esea-mdl-season-33-australia
2052,/matches/2339869/avant-vs-ground-zero-esea-mdl-season-33-australia
2053,/matches/2339877/swole-identity-vs-oceanus-esea-mdl-season-33-north-america
2054,/matches/2339876/infinity-vs-bad-news-bears-esea-mdl-season-33-north-america
2055,/matches/2339823/chaos-vs-bad-news-bears-esea-mdl-season-33-north-america
2056,/matches/2339864/sinisters-vs-9z-aorus-league-2020-1-southern-cone
2057,/matches/2339860/hard-legion-vs-hellraisers-legendsbet-l33t-cup
2058,/matches/2339402/g2-vs-natus-vincere-iem-katowice-2020
2059,/matches/2339873/wings-vs-global-ilg-cup-season-3
2060,/matches/2339872/global-vs-umumba-ilg-cup-season-3
2061,/matches/2339867/wings-vs-global-ilg-cup-season-3
2062,/matches/2339871/paradox-vs-skyfire-esl-australia-nz-championship-season-10-qualifier-2
2063,/matches/2339868/lucid-vs-skyfire-esl-australia-nz-championship-season-10-qualifier-2
2064,/matches/2339748/incept-vs-rooster-esea-mdl-season-33-australia
2065,/matches/2339866/levelzero-vs-umumba-ilg-cup-season-3
2066,/matches/2339865/paradox-vs-lucid-esl-australia-nz-championship-season-10-qualifier-2
2067,/matches/2339830/global-vs-umumba-ilg-cup-season-3
2068,/matches/2339829/wings-vs-levelzero-ilg-cup-season-3
2069,/matches/2339856/9z-vs-rysix-aorus-league-2020-1-southern-cone
2070,/matches/2339855/sinisters-vs-duck-nutz-aorus-league-2020-1-southern-cone
2071,/matches/2339401/natus-vincere-vs-astralis-iem-katowice-2020
2072,/matches/2339854/havu-vs-sj-lantrek-2020
2073,/matches/2339400/fnatic-vs-g2-iem-katowice-2020
2074,/matches/2339837/forze-vs-spirit-wesg-2019-russia-finals
2075,/matches/2339853/hreds-vs-kova-lantrek-2020
2076,/matches/2339859/madlikewizards-vs-eimi-fukada-fc-esl-australia-nz-championship-season-10-qualifier-1
2077,/matches/2339858/eimi-fukada-fc-vs-mc-esl-australia-nz-championship-season-10-qualifier-1
2078,/matches/2339857/eimi-fukada-fc-vs-madlikewizards-esl-australia-nz-championship-season-10-qualifier-1
2079,/matches/2339852/9z-vs-nocturns-aorus-league-2020-1-southern-cone
2080,/matches/2339851/freerox-vs-sinisters-aorus-league-2020-1-southern-cone
2081,/matches/2339399/natus-vincere-vs-liquid-iem-katowice-2020
2082,/matches/2339784/sj-vs-kova-lantrek-2020
2083,/matches/2339850/demolition-crew-vs-sprout-esea-mdl-season-33-europe
2084,/matches/2339398/fnatic-vs-100-thieves-iem-katowice-2020
2085,/matches/2339849/singularity-vs-sprout-esea-mdl-season-33-europe
2086,/matches/2339783/havu-vs-hreds-lantrek-2020
2087,/matches/2339818/swole-identity-vs-under-21-esea-mdl-season-33-north-america
2088,/matches/2339822/chaos-vs-divine-esea-mdl-season-33-north-america
2089,/matches/2339844/asunas-anime-aimers-vs-oceanus-esea-mdl-season-33-north-america
2090,/matches/2339820/livid-vs-monstars-esea-mdl-season-33-north-america
2091,/matches/2339826/swole-identity-vs-rugratz-esea-mdl-season-33-north-america
2092,/matches/2339846/duck-nutz-vs-nocturns-aorus-league-2020-1-southern-cone
2093,/matches/2339819/oceanus-vs-infinity-esea-mdl-season-33-north-america
2094,/matches/2339848/sinisters-vs-lnd-aorus-league-2020-1-southern-cone
2095,/matches/2339845/9z-vs-rejected-aorus-league-2020-1-southern-cone
2096,/matches/2339847/freerox-vs-rysix-aorus-league-2020-1-southern-cone
2097,/matches/2339396/100-thieves-vs-mousesports-iem-katowice-2020
2098,/matches/2339843/ago-vs-sprout-esea-mdl-season-33-europe
2099,/matches/2339842/demolition-crew-vs-japaleno-esea-mdl-season-33-europe
2100,/matches/2339397/natus-vincere-vs-faze-iem-katowice-2020
2101,/matches/2339840/ago-vs-movistar-riders-esea-mdl-season-33-europe
2102,/matches/2339395/g2-vs-liquid-iem-katowice-2020
2103,/matches/2339841/japaleno-vs-singularity-esea-mdl-season-33-europe
2104,/matches/2339796/hellraisers-vs-navi-junior-legendsbet-l33t-cup
2105,/matches/2339394/astralis-vs-fnatic-iem-katowice-2020
2106,/matches/2339392/100-thieves-vs-evil-geniuses-iem-katowice-2020
2107,/matches/2339393/mad-lions-vs-mousesports-iem-katowice-2020
2108,/matches/2339839/corvidae-vs-mc-lpl-pro-league-season-4
2109,/matches/2339835/avant-vs-chiefs-esea-mdl-season-33-australia
2110,/matches/2339838/airborne-vs-4-and-a-half-men-lpl-pro-league-season-4
2111,/matches/2339834/ground-zero-vs-pc419-esea-mdl-season-33-australia
2112,/matches/2339833/fury-vs-madlikewizards-esea-mdl-season-33-australia
2113,/matches/2339831/mc-vs-ground-zero-esea-mdl-season-33-australia
2114,/matches/2339836/esper-vs-order-esea-mdl-season-33-australia
2115,/matches/2339816/station7-vs-thunder-logic-esea-mdl-season-33-north-america
2116,/matches/2339817/oceanus-vs-divine-esea-mdl-season-33-north-america
2117,/matches/2339814/rugratz-vs-recon-5-esea-mdl-season-33-north-america
2118,/matches/2339768/mythic-vs-infinity-esea-mdl-season-33-north-america
2119,/matches/2339815/chaos-vs-under-21-esea-mdl-season-33-north-america
2120,/matches/2339813/rysix-vs-lnd-aorus-league-2020-1-southern-cone
2121,/matches/2339766/mythic-vs-oceanus-esea-mdl-season-33-north-america
2122,/matches/2339812/rejected-vs-nocturns-aorus-league-2020-1-southern-cone
2123,/matches/2339811/9z-vs-duck-nutz-aorus-league-2020-1-southern-cone
2124,/matches/2339810/freerox-vs-sinisters-aorus-league-2020-1-southern-cone
2125,/matches/2339385/liquid-vs-evil-geniuses-iem-katowice-2020
2126,/matches/2339391/vitality-vs-faze-iem-katowice-2020
2127,/matches/2339795/pact-vs-havu-esea-mdl-season-33-europe
2128,/matches/2339384/g2-vs-mousesports-iem-katowice-2020
2129,/matches/2339797/havu-vs-hellraisers-esea-mdl-season-33-europe
2130,/matches/2339792/movistar-riders-vs-pact-esea-mdl-season-33-europe
2131,/matches/2339793/sprout-vs-japaleno-esea-mdl-season-33-europe
2132,/matches/2339794/nordavind-vs-demolition-crew-esea-mdl-season-33-europe
2133,/matches/2339791/pro100-vs-nemiga-esea-mdl-season-33-europe
2134,/matches/2339390/nip-vs-natus-vincere-iem-katowice-2020
2135,/matches/2339389/virtuspro-vs-mad-lions-iem-katowice-2020
2136,/matches/2339388/100-thieves-vs-tyloo-iem-katowice-2020
2137,/matches/2339828/chiefs-vs-airborne-esea-mdl-season-33-australia
2138,/matches/2339789/incept-vs-formidable-esea-mdl-season-33-australia
2139,/matches/2339788/paradox-vs-airborne-esea-mdl-season-33-australia
2140,/matches/2339773/order-vs-pc419-esea-mdl-season-33-australia
2141,/matches/2339790/rock-candy-vs-chiefs-esea-mdl-season-33-australia
2142,/matches/2339428/avant-vs-madlikewizards-esea-mdl-season-33-australia
2143,/matches/2339712/mc-vs-pc419-esea-mdl-season-33-australia
2144,/matches/2339787/under-21-vs-big-frames-esea-mdl-season-33-north-america
2145,/matches/2339555/swole-identity-vs-livid-esea-mdl-season-33-north-america
2146,/matches/2339762/mythic-vs-thunder-logic-esea-mdl-season-33-north-america
2147,/matches/2339759/divine-vs-new-england-whalers-esea-mdl-season-33-north-america
2148,/matches/2339551/eunited-vs-infinity-esea-mdl-season-33-north-america
2149,/matches/2339760/bad-news-bears-vs-recon-5-esea-mdl-season-33-north-america
2150,/matches/2339786/oceanus-vs-thunder-logic-esea-mdl-season-33-north-america
2151,/matches/2339761/station7-vs-swole-identity-esea-mdl-season-33-north-america
2152,/matches/2339785/chaos-vs-mythic-esea-mdl-season-33-north-america
2153,/matches/2339383/natus-vincere-vs-fnatic-iem-katowice-2020
2154,/matches/2339782/japaleno-vs-pro100-esea-mdl-season-33-europe
2155,/matches/2339781/sprout-vs-hellraisers-esea-mdl-season-33-europe
2156,/matches/2339779/wisla-krakow-vs-demolition-crew-esea-mdl-season-33-europe
2157,/matches/2339387/renegades-vs-faze-iem-katowice-2020
2158,/matches/2339780/pro100-vs-movistar-riders-esea-mdl-season-33-europe
2159,/matches/2339777/hellraisers-vs-ago-esea-mdl-season-33-europe
2160,/matches/2339382/vitality-vs-astralis-iem-katowice-2020
2161,/matches/2339778/pact-vs-demolition-crew-esea-mdl-season-33-europe
2162,/matches/2339386/nip-vs-cloud9-iem-katowice-2020
2163,/matches/2339381/mad-lions-vs-evil-geniuses-iem-katowice-2020
2164,/matches/2339380/liquid-vs-virtuspro-iem-katowice-2020
2165,/matches/2339774/trident-vs-incept-esea-mdl-season-33-australia
2166,/matches/2339772/skyfire-vs-paradox-esea-mdl-season-33-australia
2167,/matches/2339770/formidable-vs-esper-esea-mdl-season-33-australia
2168,/matches/2339771/fury-vs-avant-esea-mdl-season-33-australia
2169,/matches/2339549/big-frames-vs-monstars-esea-mdl-season-33-north-america
2170,/matches/2339758/monstars-vs-oceanus-esea-mdl-season-33-north-america
2171,/matches/2339378/100-thieves-vs-g2-iem-katowice-2020
2172,/matches/2339375/natus-vincere-vs-faze-iem-katowice-2020
2173,/matches/2339503/mousesports-vs-tyloo-iem-katowice-2020
2174,/matches/2339753/pro100-vs-nordavind-esea-mdl-season-33-europe
2175,/matches/2339724/pro100-vs-big-esea-mdl-season-33-europe
2176,/matches/2339376/renegades-vs-fnatic-iem-katowice-2020
2177,/matches/2339373/nip-vs-vitality-iem-katowice-2020
2178,/matches/2339374/astralis-vs-cloud9-iem-katowice-2020
2179,/matches/2339713/mc-vs-rock-candy-esea-mdl-season-33-australia
2180,/matches/2339747/order-vs-avant-esea-mdl-season-33-australia
2181,/matches/2339069/esper-vs-avant-esea-mdl-season-33-australia
2182,/matches/2339439/madlikewizards-vs-order-esea-mdl-season-33-australia
2183,/matches/2339367/geng-vs-furia-dreamhack-open-anaheim-2020
2184,/matches/2339769/tgs-vs-raijin-bashfest-2020
2185,/matches/2339704/thunder-logic-vs-monstars-esea-mdl-season-33-north-america
2186,/matches/2339366/furia-vs-complexity-dreamhack-open-anaheim-2020
2187,/matches/2339744/copenhagen-flames-vs-ago-oga-counter-pit-season-7
2188,/matches/2339365/geng-vs-north-dreamhack-open-anaheim-2020
2189,/matches/2339743/ago-vs-gambit-youngsters-oga-counter-pit-season-7
2190,/matches/2339745/wisla-krakow-vs-big-esea-mdl-season-33-europe
2191,/matches/2339752/titan-vs-medieval-samsung-goexanimo-csgo-5x5-20
2192,/matches/2339751/medieval-vs-synergy-samsung-goexanimo-csgo-5x5-20
2193,/matches/2339750/titan-vs-skinlordz-samsung-goexanimo-csgo-5x5-20
2194,/matches/2339749/habzz-vs-electrify-epic29
2195,/matches/2339739/updraft-vs-ikarus-asia-minor-east-asia-open-qualifier-2-esl-one-rio-2020
2196,/matches/2339364/complexity-vs-mibr-dreamhack-open-anaheim-2020
2197,/matches/2339363/north-vs-endpoint-dreamhack-open-anaheim-2020
2198,/matches/2339362/ence-vs-mibr-dreamhack-open-anaheim-2020
2199,/matches/2339361/endpoint-vs-forze-dreamhack-open-anaheim-2020
2200,/matches/2339729/ago-vs-copenhagen-flames-oga-counter-pit-season-7
2201,/matches/2339741/ldlc-vs-havu-asus-rog-winter-2020
2202,/matches/2339737/gambit-youngsters-vs-nemiga-oga-counter-pit-season-7
2203,/matches/2339742/assassins-vs-dignitas-fe-girlgamer-world-finals-2020
2204,/matches/2339735/havu-vs-fate-asus-rog-winter-2020
2205,/matches/2339740/intz-fe-vs-dignitas-fe-girlgamer-world-finals-2020
2206,/matches/2339734/sj-vs-ldlc-asus-rog-winter-2020
2207,/matches/2339360/geng-vs-complexity-dreamhack-open-anaheim-2020
2208,/matches/2339738/up-vs-fakedospro-liga-dell-2-feb-20
2209,/matches/2339359/furia-vs-north-dreamhack-open-anaheim-2020
2210,/matches/2339736/carnage-fe-vs-intz-fe-girlgamer-world-finals-2020
2211,/matches/2339732/neverest-vs-fakedospro-liga-dell-2-feb-20
2212,/matches/2339356/mibr-vs-complexity-dreamhack-open-anaheim-2020
2213,/matches/2339357/north-vs-forze-dreamhack-open-anaheim-2020
2214,/matches/2339728/demolition-crew-vs-nemiga-oga-counter-pit-season-7
2215,/matches/2339358/ence-vs-geng-dreamhack-open-anaheim-2020
2216,/matches/2339730/havu-vs-kynyniekat-asus-rog-winter-2020
2217,/matches/2339727/fate-vs-gambit-youngsters-oga-counter-pit-season-7
2218,/matches/2339355/furia-vs-endpoint-dreamhack-open-anaheim-2020
2219,/matches/2339722/gamerlegion-vs-unicorns-of-love-esea-mdl-season-33-europe
2220,/matches/2339720/hreds-vs-sj-asus-rog-winter-2020
2221,/matches/2339733/dignitas-fe-vs-assassins-girlgamer-world-finals-2020
2222,/matches/2339629/nemiga-vs-gamerlegion-esea-mdl-season-33-europe
2223,/matches/2339726/kynyniekat-vs-ldlc-asus-rog-winter-2020
2224,/matches/2339716/assassins-vs-intz-fe-girlgamer-world-finals-2020
2225,/matches/2339718/fate-vs-sj-asus-rog-winter-2020
2226,/matches/2339715/dignitas-fe-vs-carnage-fe-girlgamer-world-finals-2020
2227,/matches/2339556/station7-vs-oceanus-esea-mdl-season-33-north-america
2228,/matches/2339705/mythic-vs-new-england-whalers-esea-mdl-season-33-north-america
2229,/matches/2339554/swole-identity-vs-infinity-esea-mdl-season-33-north-america
2230,/matches/2339731/rysix-vs-neverest-liga-dell-2-feb-20
2231,/matches/2339708/neverest-vs-rejected-liga-dell-2-feb-20
2232,/matches/2339714/agf-vs-sigma-power-ligaen-season-13
2233,/matches/2339725/havu-vs-kova-asus-rog-winter-2020
2234,/matches/2339707/rysix-vs-fearow-liga-dell-2-feb-20
2235,/matches/2339695/fate-vs-copenhagen-flames-oga-counter-pit-season-7
2236,/matches/2339679/pro100-vs-unicorns-of-love-esea-mdl-season-33-europe
2237,/matches/2339685/nemiga-vs-ago-oga-counter-pit-season-7
2238,/matches/2339662/nordavind-vs-big-esea-mdl-season-33-europe
2239,/matches/2339680/pact-vs-singularity-esea-mdl-season-33-europe
2240,/matches/2339684/kova-vs-ldlc-asus-rog-winter-2020
2241,/matches/2339676/gamerlegion-vs-singularity-esea-mdl-season-33-europe
2242,/matches/2339683/havu-vs-kynyniekat-asus-rog-winter-2020
2243,/matches/2339674/big-vs-spirit-esea-mdl-season-33-europe
2244,/matches/2339673/hellraisers-vs-japaleno-esea-mdl-season-33-europe
2245,/matches/2339671/spirit-vs-gamerlegion-esea-mdl-season-33-europe
2246,/matches/2339717/rehti-vs-hreds-asus-rog-winter-2020
2247,/matches/2339669/hellraisers-vs-big-esea-mdl-season-33-europe
2248,/matches/2339682/sj-vs-hreds-asus-rog-winter-2020
2249,/matches/2339681/fate-vs-rehti-asus-rog-winter-2020
2250,/matches/2339711/esper-vs-trident-esea-mdl-season-33-australia
2251,/matches/2339710/chiefs-vs-order-esea-mdl-season-33-australia
2252,/matches/2339709/pc419-vs-skyfire-esea-mdl-season-33-australia
2253,/matches/2339658/formidable-vs-paradox-esea-mdl-season-33-australia
2254,/matches/2339699/divine-vs-thunder-logic-esea-mdl-season-33-north-america
2255,/matches/2339656/big-frames-vs-mythic-esea-mdl-season-33-north-america
2256,/matches/2339146/isurus-vs-red-canids-clutch-season-2
2257,/matches/2339698/station7-vs-teamone-esea-mdl-season-33-north-america
2258,/matches/2339145/detona-vs-alma-clutch-season-2
2259,/matches/2339693/stepback-vs-sigma-power-ligaen-season-13
2260,/matches/2339694/pact-vs-demolition-crew-oga-counter-pit-season-7
2261,/matches/2339686/hard-legion-vs-gambit-youngsters-oga-counter-pit-season-7
2262,/matches/2339668/nordavind-vs-unicorns-of-love-esea-mdl-season-33-europe
2263,/matches/2339667/singularity-vs-spirit-esea-mdl-season-33-europe
2264,/matches/2339692/kinetic-vs-agf-power-ligaen-season-13
2265,/matches/2339666/japaleno-vs-movistar-riders-esea-mdl-season-33-europe
2266,/matches/2339665/sprout-vs-gamerlegion-esea-mdl-season-33-europe
2267,/matches/2339664/demolition-crew-vs-nemiga-esea-mdl-season-33-europe
2268,/matches/2339640/wisla-krakow-vs-spirit-esea-mdl-season-33-europe
2269,/matches/2339661/havu-vs-pro100-esea-mdl-season-33-europe
2270,/matches/2339663/pact-vs-hellraisers-esea-mdl-season-33-europe
2271,/matches/2339660/nemiga-vs-pact-esea-mdl-season-33-europe
2272,/matches/2339659/gamerlegion-vs-hellraisers-esea-mdl-season-33-europe
2273,/matches/2339689/ground-zero-vs-fury-esea-mdl-season-33-australia
2274,/matches/2339550/bad-news-bears-vs-divine-esea-mdl-season-33-north-america
2275,/matches/2339706/fakedospro-vs-up-liga-dell-2-feb-20
2276,/matches/2339701/rysix-vs-cptl-liga-dell-2-feb-20
2277,/matches/2339702/neverest-vs-hawks-liga-dell-2-feb-20
2278,/matches/2339696/fearow-vs-up-liga-dell-2-feb-20
2279,/matches/2339700/rejected-vs-fakedospro-liga-dell-2-feb-20
2280,/matches/2339509/neverest-vs-up-liga-dell-2-feb-20
2281,/matches/2339507/rejected-vs-rysix-liga-dell-2-feb-20
2282,/matches/2339508/cptl-vs-fakedospro-liga-dell-2-feb-20
2283,/matches/2339510/fearow-vs-hawks-liga-dell-2-feb-20
2284,/matches/2339646/copenhagen-flames-vs-demolition-crew-oga-counter-pit-season-7
2285,/matches/2339687/big-vs-singularity-esea-mdl-season-33-europe
2286,/matches/2339645/pact-vs-fate-oga-counter-pit-season-7
2287,/matches/2339639/japaleno-vs-nemiga-esea-mdl-season-33-europe
2288,/matches/2339638/movistar-riders-vs-demolition-crew-esea-mdl-season-33-europe
2289,/matches/2339637/big-vs-havu-esea-mdl-season-33-europe
2290,/matches/2339635/sprout-vs-unicorns-of-love-esea-mdl-season-33-europe
2291,/matches/2339691/wisla-krakow-vs-copenhagen-flames-legendsbet-l33t-cup
2292,/matches/2339634/nordavind-vs-movistar-riders-esea-mdl-season-33-europe
2293,/matches/2339403/demolition-crew-vs-singularity-esea-mdl-season-33-europe
2294,/matches/2339632/nemiga-vs-sprout-esea-mdl-season-33-europe
2295,/matches/2339690/navi-junior-vs-skin-ogres-legendsbet-l33t-cup
2296,/matches/2339372/avant-vs-formidable-esea-mdl-season-33-australia
2297,/matches/2339657/skyfire-vs-incept-esea-mdl-season-33-australia
2298,/matches/2339654/big-frames-vs-thunder-logic-esea-mdl-season-33-north-america
2299,/matches/2339548/chaos-vs-rugratz-esea-mdl-season-33-north-america
2300,/matches/2339655/swole-identity-vs-recon-5-esea-mdl-season-33-north-america
2301,/matches/2339144/bravos-vs-keyd-clutch-season-2
2302,/matches/2339647/gambit-youngsters-vs-ago-oga-counter-pit-season-7
2303,/matches/2339143/w7m-vs-soberano-clutch-season-2
2304,/matches/2339652/skade-vs-spirit-flashpoint-1-europe-closed-qualifier
2305,/matches/2339643/hard-legion-vs-nemiga-oga-counter-pit-season-7
2306,/matches/2339631/unicorns-of-love-vs-japaleno-esea-mdl-season-33-europe
2307,/matches/2339630/pro100-vs-demolition-crew-esea-mdl-season-33-europe
2308,/matches/2339623/madlikewizards-vs-ground-zero-esea-mdl-season-33-australia
2309,/matches/2339613/trident-vs-avant-esea-mdl-season-33-australia
2310,/matches/2339650/eunited-vs-orgless-flashpoint-1-north-america-closed-qualifier
2311,/matches/2339651/redemption-poa-vs-detona-flashpoint-1-south-america-closed-qualifier
2312,/matches/2339653/orgless-vs-swole-identity-flashpoint-1-north-america-closed-qualifier
2313,/matches/2339649/detona-vs-w7m-flashpoint-1-south-america-closed-qualifier
2314,/matches/2339616/bad-news-bears-vs-swole-identity-flashpoint-1-north-america-closed-qualifier
2315,/matches/2339648/spirit-vs-gambit-youngsters-flashpoint-1-europe-closed-qualifier
2316,/matches/2339615/yeah-vs-orgless-flashpoint-1-north-america-closed-qualifier
2317,/matches/2339626/avez-vs-skade-flashpoint-1-europe-closed-qualifier
